"group.all" "pa" "lon" "lat" "X1Km_.eigenvariables.1" "X1Km_.eigenvariables.2" "X1Km_.eigenvariables.3" "X1Km_.eigenvariables.4" "X1Km_.eigenvariables.5" "X1Km_.eigenvariables.6" "X1Km_.eigenvariables.7" "X1Km_.eigenvariables.8" "X1Km_.eigenvariables.9" "X1Km_.eigenvariables.10"
"67" 3 0 -46.775559082 -22.428896484 14.8281854631074 -9.83873154412632 -14.1325715548177 6.00304294724134 -2.38084703319466 2.98979251194998 -1.02638448390065 8.58791848085917 3.48102972184646 2.31500316630941
"68" 3 0 -56.445559082 -21.568896484 17.4291101217318 -11.6895084051707 -12.3274602951634 8.67063796079257 -6.17917651910937 2.33171561775295 -0.991084333815552 9.19030493490234 1.89901123624257 3.16525170717701
"69" 3 0 -38.045559082 -8.898896484 16.0861359053356 -14.7337928815075 -9.15604688960998 7.29108403055555 -5.19151801727104 0.918466705729351 0.0359117891666494 8.54840115930105 3.54911837182978 3.29883061836983
"70" 1 0 -40.205559082 -19.198896484 19.2037989005741 -12.1209984189153 -10.4882999842865 9.03544557490305 -4.3538930318459 0.44047250859162 0.163099682263419 7.72080630364471 2.66497842495989 1.72251130986215
"71" 3 0 -40.045559082 -7.368896484 15.7105908473936 -14.0099550832818 -10.7357643439899 4.50167733349498 -3.98658196925013 0.334314157308738 0.496041586484757 8.03029652576461 3.08612677768224 4.04680133835997
"72" 2 0 -54.435559082 -30.128896484 15.4781762184171 -7.63959738170275 -11.0902225990694 9.59163830694578 -6.92679822243438 2.38203403705955 -1.95421082612369 7.41245425267216 2.56139764009093 4.25341345751281
"73" 2 0 -38.265559082 -11.328896484 18.5352222022156 -13.4874164088208 -8.77095208885972 9.05911247018854 -3.35042253325055 0.198726485729376 -0.00417146318693101 8.40923602947799 1.8882437831686 3.04804413070372
"74" 1 0 -48.205559082 -25.118896484 17.6301917901188 -7.34799724776491 -13.1926200326711 4.53761482496782 -9.47498423394081 4.53517719153896 -5.68139039937137 10.8678452230172 2.28258648916065 -2.44605520079141
"75" 2 0 -48.355559082 -21.878896484 15.7034244392167 -10.8759974577622 -13.4724367152975 6.63685470269893 -3.48897757865567 2.48033142735911 -0.76131985655172 8.63954672128857 2.24611313268331 2.51772294682343
"76" 1 0 -52.635559082 -22.218896484 17.2568429504654 -12.3214684216169 -12.1462304752552 9.54126956908058 -5.33390592910257 1.0574915257203 -0.137708831348824 8.57304629684677 2.79060639124286 3.06533481195479
"77" 2 0 -37.115559082 -8.788896484 15.8761802370605 -14.4372112951559 -8.42566913893883 6.80626263092868 -4.72111632942222 1.10693255370251 0.0611724298380639 8.5201183275726 2.42845528449836 3.31391465900705
"78" 3 0 -42.715559082 -14.838896484 16.327983479278 -14.4653462987809 -11.5561547613256 5.36961924393282 -4.84486194034117 0.622311371741725 0.260954392414629 8.64687930233049 3.65033775315003 3.18166713837606
"79" 2 0 -50.865559082 -19.848896484 17.5921985174535 -12.4136849461924 -13.6734396658239 8.13425047894264 -4.84447635225839 0.548663311476031 0.245470826498634 8.39057908518467 3.21383619409588 2.6856476051754
"80" 2 0 -54.865559082 -22.358896484 17.5272788839423 -11.0289911154031 -12.565746557194 8.98817758303522 -5.53016174698445 1.36211752588685 -0.427597243002902 8.23777659371709 2.4759799632851 3.40902429960962
"81" 1 0 -49.915559082 -17.788896484 18.1893231605633 -13.4294431774914 -13.7030996603114 6.55017428463026 -5.44676217658168 0.979927274201119 -0.439125182864346 8.15250801269887 4.01391012644917 3.23770285305976
"82" 2 0 -44.325559082 -13.598896484 17.3115615662702 -15.970600321105 -12.0521363610051 6.97215381887177 -3.54021349280388 2.33441301653022 -0.449642925926525 9.15951847103042 2.58368937597716 4.11395722913006
"83" 1 0 -39.485559082 -7.338896484 15.8005137889195 -12.9767464196221 -11.4312969495185 4.54034622252675 -4.01897083737925 -0.153964365966519 0.601031623755593 7.42710729938397 3.95463230552639 3.8686140523112
"84" 3 0 -45.295559082 -20.228896484 14.7754588708588 -10.7804783956904 -15.1187859394251 5.2523013370048 -2.30998622174766 2.70866424040376 -0.80097882897864 8.48609548822579 3.83770984996596 3.35534930096732
"85" 3 0 -48.775559082 -16.908896484 16.2699668520078 -12.2415296985221 -13.9475849832999 5.74923757219945 -2.94038451719384 1.58137892421673 0.0210842385626316 8.39386115590157 3.10146280053091 3.73130312795165
"86" 3 0 -40.475559082 -16.888896484 16.7768173294651 -12.7607079805851 -10.750154410028 5.30779191666246 -7.18911738487924 2.61115849686091 -2.51792301498914 10.7371021870863 2.78485174842577 1.8474919288216
"87" 2 0 -49.305559082 -27.388896484 13.2845623721793 -5.27287217105972 -11.9525572114967 6.79230748471711 -3.84508597179721 0.726761794616565 0.131782389506804 7.04263552018307 2.16893141901562 3.12167757138806
"88" 1 0 -54.825559082 -23.088896484 17.2811061931712 -9.99660854465488 -12.9962254823616 8.79709728929057 -3.59172432845462 3.56872636696817 -1.59587258710551 8.40148362208996 3.60997729712666 3.39674185371588
"89" 3 0 -45.965559082 -19.458896484 15.4305226610465 -11.2973479263751 -15.1982663046389 5.55048151086763 -3.09610061459408 1.97725442983417 -0.333264167314555 8.79908935093941 2.61580402955762 2.87811575979484
"90" 3 0 -45.825559082 -15.958896484 17.1016180098531 -14.4420473512134 -14.0777295040228 7.13255133132416 -4.8249265167736 0.951179834507586 0.044048203869915 8.34712517343641 2.46163497167333 4.06710516536787
"91" 2 0 -44.235559082 -14.458896484 16.964856806256 -15.3036838924837 -12.7832961375796 7.18547440780248 -4.47266559898873 0.349293028846085 0.378340639604694 8.30170166962564 2.93867851499266 3.71005466039788
"92" 2 0 -40.375559082 -14.688896484 12.5930759458515 -10.9523189722181 -9.20118751405361 3.11407439853501 -5.37835896236123 1.12937869995375 -0.771886224198881 9.19910765977159 3.22717320213218 3.05761289152115
